#STARTDIALOGUE				
Do you have any brothers or sisters?	do you have siblings	I have no brothers or sisters.	do you have siblings	True
Could you tell me your parents's health history?	are your parents healthy	Both of my parents are in good health.	are your parents healthy	True
Any chronic illnesses in the family?	any family history of illness	Nothing that I can think of. My parents are healthy and they donn't have any unusual illnesses. I don't really know much about my grandparents.	any family history of illness	True
I'm going to ask you a few questions that may be uncomfortable but these are standard questions that I ask all my patients.	none	My back hurts quite a bit so almost any position is uncomfortable.	you seem uncomfortable	False
Are you generall happy or do you feel any depression?	are you depressed	I am fine.	are you depressed	True
Any stresses?	are you stressed	I really don't get stressed. If I do get a little stressed, I just work on one of my cars to relax.	are you stressed	True
Financial concerns?	how is your pain now	I'm sorry, I don't understand that question. Would you restate it?	none	False
Do you drink any alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
ANy recreational drugs?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
Do you have sex regularly?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Do you have any STDs?	do you have a sexually transmitted infection	I do not.	do you have a sexually transmitted infection	True
Did you have sex with men, women, or both?	do you prefer men or women	[ Surprise4 ]Women	do you prefer men or women	True
Can you tell me your diet?	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
Do you exercise regularly?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
Do you have any chest pain or shortness of breath?	any chest pain	I have no chest pain.	any chest pain	True
Headaches?	do you have headaches	Well, I get the occasional headache if I tired or had a really long day.  I can usually just relax and watch a game.  Rarely I will take a tylenol or something.  I haven't really had any of those ately	do you have headaches	True
Ringing in your ears or pain?	do you have any pain in your hip	I'm afraid I don't understand that question.	none	False
Vision problems?	unknown	I don't seem to have any problems with my vision.	unknown	True
Gum or tooth pain?	do you have any pain in your hip	I'm afraid I don't understand that question.	none	False
#STARTDIALOGUE				
Can you tell me what brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
Are your grandparents alive	are your grandparents living	All of my grandparents are deceased.	are your grandparents living	True
Are your grandparents alive	are your grandparents living	All of my grandparents are deceased.	are your grandparents living	True
Do you drink alcohol	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
do you take any recreational drugs	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
do you smoke	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
do you drink 	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
what do you do for fun	what do you do for fun	I like to watch football and sometimes get together with friends.	what do you do for fun	True
do you have siblings	do you have siblings	I have no brothers or sisters.	do you have siblings	True
any past medical history?	what is your past medical history	This back pain is really my first issue.	what is your past medical history	True
do you have any kids	do you have any children	I have no children.	do you have any children	True
how are your parents doing	are your parents healthy	My parents are both doing well. They've always been really healthy.	are your parents healthy	True
any heritable diseases	none	I really don't have any chronic type problems. This back pain is really the worst thing I have had.	do you have any medical problems	False
do your parents have any inheritable diseases?	any family history of illness	Nothing that I can think of. My parents are healthy and they donn't have any unusual illnesses. I don't really know much about my grandparents.	any family history of illness	True
do you excersise	do you exercise	I'm afraid I don't understand that question.	none	False
what is yur diet like	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
how much do you weigh	how much ibuprofen have you taken	I'm afraid I don't understand that question.	none	False
#STARTDIALOGUE				
Hi, Mr. Wilkins, good to see you. How are you today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
Before we talk about that, is there anything else concerning you today?	any other problems	The occasional need to urinate more frequently AddTopic(~complaint2) # adds next complaint to interesting topics so when did that happen? goes to complaint2	any other problems	True
Okay, so tell me about that back pain.	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
Tell me more.	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
When did that happen?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Where in your back does it hurt?	where is the pain	It is mostly in my lower back.	where is the pain	True
Can you describe the pain for me?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
Is there anything that makes it feel better?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
Is there anything that makes it worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Does the pain ever wake you up at night?	does the frequent urination keep you up at night	It does not.	does the frequent urination keep you up at night	True
Does it interfere with your daily activities at all?	can you do normal activities	[ Fear1 ]Even grocery shopping is hard.  The other day I had to ask a little old lady to get something off of a shelf for me!  I have had to virtually stop working on the cars in my shop.	can you do normal activities	True
What do you do for work?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
So the back pain must make that difficult. I'm sorry to hear that.	i am sorry	Thanks.	i am sorry	True
Do you feel pain anywhere other than your back?	do you have pain anywhere else	I haven't noticed any numbness or tingling in my back or anywhere else.	do you have numbness or tingling	False
Okay, now I'm going to ask you some questions just to make sure you're healthy.	i have more questions	Ok, sure.	i have more questions	True
Do you ever get bad headaches?	unknown	Well, I get the occasional headache if I'm tired or had a really long day.  I can usually just relax and watch a game.  Rarely I will take a tylenol or something.  I haven't really had any of thoses lately.	unknown	True
Any blurred vision?	negative symptoms	No.	negative symptoms	True
Any hearing problems?	negative symptoms	No.	negative symptoms	True
Do you ever feel lightheaded or dizzy?	have you ever been dizzy	I have never been dizzy	have you ever been dizzy	True
Any nausea?	have you been nauseous	I am not nauseous.	have you been nauseous	True
Any sore throats?	negative symptoms	No.	negative symptoms	True
Do you ever feel short of breath?	negative symptoms	No.	negative symptoms	True
How's your breathing overall?	how is your hip	My breathing is fine	how is your hip	True
Have you noticed any rashes on your skin anywhere?	have you noticed any physical changes	I don't think so.	have you noticed any physical changes	True
How are your bowel movements?	do you have any bowel problems	I have no problems with my bowels.  Sometimes I get a little constipated but then I eat some more fiber and things seem fine.  Everything is going ok now though.	do you have any bowel problems	True
How many times a day do you go to the bathroom?	none	I have no problems with my bowels.  Sometimes I get a little constipated but then I eat some more fiber and things seem fine.  Everything is going ok now though.	do you have any bowel problems	False
Any stomach aches?	negative symptoms	No.	negative symptoms	True
Any pain in your joints?	do you have any pain in your hip	I have no pain in my joints	do you have any pain in your hip	True
Tell me about your past illnesses. 	have you ever had any serious illnesses	This back pain is my first real issue.	have you ever had any serious illnesses	True
Have you ever been hospitalized?	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
Have you ever had surgery? Even minor ones?	any prior surgeries	I'm afraid I don't understand that question.	none	False
Are you on any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
Have you ever been prescribed medication before?	any prescription medication	I'm afraid I don't understand that question.	none	False
Are you allergic to any medications?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
How's your family doing?	how is your family	My parents are fine but I have no brothers and sisters.	how is your family	True
Do your parents have a history of chronic illnesses or cancer?	are your parents healthy	My parents are pretty healthy.	are your parents healthy	True
Do you know if you're up to date on all your immunizations?	are you current on vaccinations	I am up to date.	are you current on vaccinations	True
Good. Do you smoke cigarettes at all?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
You've never smoked before, then?	have you ever smoked	I'm sorry, I don't understand that question. Would you restate it?	none	False
Have you ever smoked?	have you ever smoked	[ Contempt1 ]No, never.  I can't stand the smell.	have you ever smoked	True
Do you drink alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Do you do any other drugs ever?	do you use illegal drugs	I'm afraid I don't understand that question.	none	False
Good for you. And are you currently sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Have you ever had problems with sexual activity in the past?	none	This back pain is my first real issue.	have you ever had any serious illnesses	False
How's your diet?	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
What healthy foods do you try to eat?	none	I don't know. The usual stuff, like spaghetti, meatloaf that sort of thing.	what do you eat each day	False
How are you sleeping at night?	do you have any trouble sleeping	I'm sleeping ok.	do you have any trouble sleeping	True
How many hours of sleep do you generally get?	none	I'm sleeping ok.	do you have any trouble sleeping	False
And how's your mood?	how is your hip	My mood is fine	how is your hip	True
Is it any different than usual after your back pain started?	none	No, no back pain	do you have any hip pain	False
Do you live alone?	do you live alone	I live by myself.	do you live alone	True
Do you try to exercise regularly?	do you exercise	Don't exercise that much. Occasionally I go jogging or for a long walk.  I am always on my feet for work though.	do you exercise	True
#STARTDIALOGUE				
Hello Mr. Wilkins, can I have you verify your name and date of birth?	name and date of birth	Jim Wilkins and I was born August 10, 1962.	name and date of birth	True
Hello Mr. Wilkins. Can you verify your name and DOB?	name and date of birth	Jim Wilkins	what is your name	False
Verify your date of birth	when were you born	10-Aug-62	when were you born	True
Thank you. What brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
Any other issues?	any other problems	The occasional need to urinate more frequently AddTopic(~complaint2) # adds next complaint to interesting topics so when did that happen? goes to complaint2	any other problems	True
So when did that happen?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Where does it hurt?	where is the pain	It is mostly in my lower back.	where is the pain	True
What were you doing when it started?	were you doing anything when the pain started	A few days ago I was helping one of my friends lift some furniture and all of a sudden I felt a sharp pain in my back.	were you doing anything when the pain started	True
Tell me more	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
Does anything make it better?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
Does anything make it worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
How severe is it?	how intense is the pain	[ Fear2 ]It is pretty bad. My back hurts all the time and I can't even work.	how intense is the pain	True
On a scale of 1-10	can you rate the pain	I'm sorry, I don't understand that question. Would you restate it?	none	False
Describe the pain for me	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
Anything else about the pain?	none	I don't think so.	any other problems	False
So its a lower back pain, dull ache that started 4 days ago?	none	It was in the middle of my lower back.	unknown	False
Ok, just some more questions to get to know you better.	i have more questions	Ok, sure.	i have more questions	True
Do you take any medications?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
Any other medications?	are you taking any other medication	I am taking baby aspirin once a day as a preventative for my heart. It was prescribed by my doctor. She said it would be a good idea at my age.	are you taking any other medication	True
Any other medicines?	are you taking any other medication	No.	are you taking any other medication	True
No aspirin?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
How much ibuprofien?	how much ibuprofen have you taken	I'm afraid I don't understand that question.	none	False
Are you taking any medication?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
#STARTDIALOGUE				
Hi Mr. Wilkins. How are you today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
Oh I'm sorry to hear that. Well my name is Nina Livermore. I am a medical student.	i am medical student	Nice to meet you.	i am medical student	True
Today I will be asking you a few questions to get to know you and your complaints better.	want to ask about	Sounds good.	want to ask about	True
Great. So could you tell me what brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
That does not sound good! We will definitely discuss that but before we do, is there anything else that you's like to talk about today?	any other problems	The occasional need to urinate more frequently.	any other problems	True
OKay. So back pain and urinating more frequently. Is that all?	any other problems	I'm sorry, I don't understand that question. Would you restate it?	none	False
Would you like to discuss anything else today besides back pain and the need to urinate more frequently?	any other problems	I don't think so.	any other problems	True
OKay great. Let's start with the urination. How many times have you been going per day?	how frequent is the frequent urination	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	False
How many times have you been urinating per day?	how often do you urinate	I don't know exactly, several times a day.	how often do you urinate	True
But you said it was more than usual. When did this more frequent urination begin?	when did the frequent urination start	I would guess a few months ago.	when did the frequent urination start	True
And has it gotten worse since then or stayed the same?	is the frequent urination improving	It isn't that bad to begin with.	is the frequent urination improving	True
I'm glad to hear that. Is there anything that makes the need to urinate worse?	what makes the frequent urination worse	Nothing really.	what makes the frequent urination worse	True
Is it impacting your life significantly?	can you do normal activities	Well, I can't move around very well so that is pretty limiting.   I have had to virtually stop working on the cars in my shop.	has the pain affected your activity	False
Let's move on to the back pain. When did the back pain start?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
Has the back pain gotten worse since then or stayed the same?	is the pain improving	[ Fear2 ]I don't know if it is getting worse or not. It pretty much just hurts all the time.	is the pain improving	True
Is there anything you have done to try and make the back pain better?	what makes the pain better	I tried some ibuprofen, but I don't think that is helping very much.	what makes the pain better	True
OKay. And does anything make the back pain worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
You said it started about 4-5 days ago. Can you think of anything you did at that time that would have caused the pain to start?	do you have a cause for the pain	[ Pain3 ]I'm not really sure, all I know is that my back really hurts.	do you have a cause for the pain	True
Have you ever had this type of back pain before?	have you had back pain before	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	True
Could you describe the pain a little more for me?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
Does it radiate anywhere?	does the pain radiate	Not that I have noticed.  It pretty much just stays in my back.	does the pain radiate	True
HAve you experienced any other symptoms?	any other problems	I can't think of anything.	any other problems	True
No nausea, vomiting, diarrhea, etc?	none	I have no problems with my bowels.  Sometimes I get a little constipated but then I eat some more fiber and things seem fine.  Everything is going ok now though.	do you have any bowel problems	False
I'm glad to hear that. A couple more questions about the back pain. On a scale of 1 to 10 how bad would you say the pain is?	can you rate the pain	[ Pain2 ]Right now, I would call my pain a 7. When I take the ibuprofen, it goes down to about a 5 or 6.	can you rate the pain	True
Does it ever get worse than a 7?	is the pain constant	[ Fear2 ]It is pretty bad. My back hurts all the time and I can't even work.	how intense is the pain	False
How does it afdect your work and home life?	can you do normal activities	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	False
And you can't work because of the back pain?	have you been off work	My back hurts so much I can't do any work.  Every day I try and I can do some little things but I really can't lift anything or get under the cars so I haven't been very productive.	have you been off work	True
I'm sorry to hear that.	i am sorry	Thanks.	i am sorry	True
Okay, Mr. Wilkins. Now I'd like to ask you some questions about your past medical history.	want to ask about	Sounds good.	want to ask about	True
Besides this back pain and more frequent urination, have you been in good health lately?	none	I haven't had any pain like that.	have you noticed pain while urinating	False
Have you been in good health lately?	are you healthy	I am pretty healthy. When I came here last year the doctor checked me out and said everything looked good.	are you healthy	True
Have you ever had any major operations?	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
Have you had any major sickness?	have you ever had any chronic illnesses	I'm afraid I don't understand that question.	none	False
Have you gotten all your immunizatins?	are you current on vaccinations	I'm afraid I don't understand that question.	none	False
Have you had any bad accidents or other hospitalizations in the past?	any other hospitalizations	Not that I can remember.	any other hospitalizations	True
What medications are you currently taking?	what pills did you take	I took some ibuprofen for a few days.	what pills did you take	True
That's it?	are you taking any other medication	I'm afraid I don't understand that question.	none	False
That's okay. Do you have any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
Have you been screened lately for all relevant disease including prostate cancer and diabetes?	have you had a prostate exam	I remember that from last year.  The doc said it was normal.	have you had a prostate exam	True
This all sounds good. I would now like to ask you some questions about your family 	any family history of illness	I do not want children.	unknown	False
SO you don't have kids. Are you married?	are you married	I'm single.	are you married	True
Okay. Did your parents have any health problems that you know of?	are your parents healthy	My parents are pretty healthy.	are your parents healthy	True
What about your grandparents health?	tell me about your grandparents	All of my grandparents are deceased.I didn't really know them or much about them. I don't even know how they died.	tell me about your grandparents	True
Are your siblings in good health?	are your siblings healthy	I have no brothers or sisters.	are your siblings healthy	True
Okay. I'd like to just ask you some questions about your life - is that okay?	ok then	Alrighty.	ok then	True
What do you do in your spare time besides work?	what do you do for fun	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	False
What do you do for fun?	what do you do for fun	I like to watch football and sometimes get together with friends.	what do you do for fun	True
That's nice. Do you drink alcohol?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
Have you ever done drugs such as marijuana or cocaine?	do you use illegal drugs	[ Contempt4 ]No, never.  I have seen too many people go down that path.  I never touch the stuff.	do you use illegal drugs	True
That's good for you. Do you smoke cigarrettes?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
Me too! Are you currently sexually active?	are you sexually active	I'm sorry, I don't understand that question. Would you restate it?	none	False
Are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
Okay.Do you think you eat pretty well at home?	have you been eating	My appetite has been fine.  I haven't had any trouble with that.	have you been eating	True
How is your diet?	how is your diet	I think my diet is OK. I don't eat salads all the time but I generally try to eat healthy foods.	how is your diet	True
I'm glad to hear that. ow has your mood been lately?	having mood changes	I'm sorry, I don't understand that question. Would you restate it?	none	False
How has your mood been lately?	how is your hip	I'm afraid I don't understand that question.	none	False
You said you are single. Do you live alone?	do you live alone	I live by myself.	do you live alone	True
Who do you have as a support system?	who supports you	My friends and my parents.	who supports you	True
Okay Mr Wilkins, I think I have all the information I need. Thank you so much! I'll be in with the doctor shortly.	thanks	[ Happiness2 ]Thank you	thanks	True
#STARTDIALOGUE				
Hello! How are you doing today; what brings you in to see me?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I am sorry to hear you have been in pain. Please tell me more about your back pain.	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
When did this happen; when was your friend moving the couch?	unknown	Let me see, about four or five days ago I think.  My buddy Chris had to leave before the end of the month so I was helping him.	unknown	True
Did Chris get everything taken care of that he needed?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
Can you please describe the pain?	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
A dull ache. Does it go anywhere or just stay in the middle of your back?	does the pain radiate	What? Only the pain in my lower back.	are you having any other pain	False
Nothing in your arms or legs, not tingling or pain?	do you have numbness or tingling	I haven't noticed any numbness or tingling in my back or anywhere else.	do you have numbness or tingling	True
Did this pain happen all at once or did it come on slowly when you were lifting the couch?	was the onset of the pain sudden	Let me see, about four or five days ago I think.  My buddy Chris had to leave before the end of the month so I was helping him.	unknown	False
I'm sorry, could you please repeat that?	please repeat that	Thanks.	i am sorry	False
Did the pain seem to come on slowly or all at once when you lifted the couch?	was the onset of the pain sudden	Let me see, about four or five days ago I think.  My buddy Chris had to leave before the end of the month so I was helping him.	unknown	False
Is it a gradual onset or more sudden?	was the onset of the pain sudden	It started hurting almost immediately.  I almost dropped the couch down the stairs.   Luckily I hung on but my back has been hurting ever since.	was the onset of the pain sudden	True
Has it been a constant pain or more come and go?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
What seems to make it better or worse that you have noticed?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Anything make it better?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
How much do you take and how often?	how much ibuprofen have you taken	I'm sorry, I don't understand that question. Would you restate it?	none	False
Have you tried ice or heat?	have you tried heat or ice	I haven't really tried anything, just trying not to move my back much.	have you tried heat or ice	True
What do you do for work? Has this been affected at all?	what do you do for a living	I'm sorry, I don't understand that question. Would you restate it?	none	False
Are you employed?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
Has your work been affected with your back pain?	does the pain interfere with work	I have no back pain	do you have any hip pain	False
Do you have a history of back pain?	have you had back pain before	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	True
What seemed to cause that 4 or 5 years ago?	none	A few days ago I was helping one of my friends lift a big heavy couch. When I bent down, I felt a sharp pain in my back.	did anything happen to cause the pain	False
And now it is more of a dull ache?	none	It's there all the time.	unknown	False
Did you receive any blunt trauma to your back?	unknown	I don't think so, nothing hit me or anything.	unknown	True
Does it limit what you can do?	has the pain affected your activity	I'm afraid I don't understand that question.	none	False
Does it limit your mobility?	unknown	I'm sorry, I don't understand that question. Would you restate it?	none	False
Can you walk?	unknown	[ Pain3 ]I can walk around my house and garage ok, as long as I am careful.  It is tough to walk much further than that though.	unknown	True
So it seems to get worse with prolonged use?	does the pain improve with exercise	I'm afraid I don't understand that question.	none	False
Do you smoke?	do you smoke	[ Contempt1 ]No.  I always hated the smell.	do you smoke	True
Alright I am going to run through a series of questions about your overall health just to get a better understanding. Do you have any other hmedical history?	what is your past medical history	I'm afraid I don't understand that question.	none	False
Do you have any other medical history or allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
Ay other medical history?	what is your past medical history	I'm sorry, I don't understand that question. Would you restate it?	none	False
Thank you	thanks	[ Happiness2 ]Thank you	thanks	True
#STARTDIALOGUE				
hi mr wilkins my name is matt what brings you in today	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
can you tell me about your back pain	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
can you describe the pain	describe the pain	It's a dull ache right in the middle of my lower back.	describe the pain	True
can you walk me through a normal day with this pain	do you have any pain	[ Pain3 ]My back is really hurting.  If it weren't for my back, I would be doing ok.	do you have any pain	True
what region of your back	where is the pain	[ Pain1 ]It hurts quite a bit now, although not as bad as when I twist or something.  Right now it is mostly stiff.	how is your pain now	False
what is the type of pain	describe the pain	[ Pain1 ]It hurts quite a bit now, although not as bad as when I twist or something.  Right now it is mostly stiff.	how is your pain now	False
does anything help make the pain better	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
does anything help make it worse	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
#STARTDIALOGUE				
What brings you in today?	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
I'm sorry to hear about your pain and am very glad you came in today. 	i am sorry	Thanks.	i am sorry	True
Is there anything else you would like to talk about today?	any other problems	The occasional need to urinate more frequently.	any other problems	True
Okay, anything else?	any other problems	I don't think so.	any other problems	True
Okay,what is worrying you the most about your back pain	what bothers you the most	[ Sadness2 ]It's been going on for almost a week and I can't work.	what bothers you the most	True
#STARTDIALOGUE				
Hi, How are you today? 	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
hello, how are you today?	how are you	[ Pain2 ]Well I would be doing pretty well if my back weren't hurting so badly.	how are you	True
I am sorry to hear that. Could you tell me more about this back pain you are having?	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
that's nice to help a friend, and I am sorry to hear it ended in pain. When was the original incident?	when did the pain start	I'm afraid I don't understand that question.	none	False
When did you hurt your back?	when did the pain start	The pain started about four or five days ago.	when did the pain start	True
I'm glad you were able to come in so soon. Where exactly in your low back is it?	where is the pain	It is mostly in my lower back.	where is the pain	True
Okay. Is the pain constant?	is the pain constant	[ Fear2 ]It is pretty constant although sometimes it is a little better or worse.	is the pain constant	True
What makes it better?	what makes the pain better	[ Sadness2 ]The only thing that seems to help some is ibuprofen, and that doesn't help all that much.	what makes the pain better	True
I am sorry. What makes it worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Do you bend down and move a lot at work?	none	I am fine.	are you depressed	False
What sensations accompany the pain?	describe the pain	I haven't noticed any numbness or tingling in my back or anywhere else.	do you have numbness or tingling	False
that's great. IS it better at night or in the morning?	is the frequent urination worse in the morning or at night	Not really sure.	is the frequent urination worse in the morning or at night	True
Lastly, has it gotten better or worse since the incident?	is the pain constant	[ Fear2 ]It is pretty bad. My back hurts all the time and I can't even work.	how intense is the pain	False
have you ever hurt your back before?	have you had back pain before	I had some back pain about 4 or 5 years ago, but that was fine after one day and one tylenol.	have you had back pain before	True
okay. Are you generally healthy? do you have any illnesses you currently deal with?	do you have any medical problems	I really don't have any chronic type problems. This back pain is really the worst thing I have had.	do you have any medical problems	True
okay. have you ever had surgery before? 	any prior surgeries	I have never had any surgeries.  I have gotten stitches a few times when I have done stupid things like slice my finger, but I haven't had any in years.	any prior surgeries	True
okay. do you currently take any medications other than the ibuprofen?	are you taking any other medication	No.	are you taking any other medication	True
okay. Have you ever sought therapy for any psychological disturbances?	none	I'm sorry, I don't understand that question. Would you restate it?	none	True
Have you ever gone to psychiatric therapy?	negative symptoms	No.	negative symptoms	True
Have you ever been hospitalized for any reason?	have you ever been in the hospital	I avoid those places. I hope to avoid them all of my life.	have you ever been in the hospital	True
Are you up to date on your immunizations?	are you current on vaccinations	I am up to date.	are you current on vaccinations	True
Do you have any allergies?	do you have any allergies	I am not allergic to anything that I know of	do you have any allergies	True
Are your parents living?	are your parents living	Both of my parents are alive and well.	are your parents living	True
How old are they?	how old are your parents	My mom is 72 and my dad is 75.	how old are your parents	True
Do they have any health issues?	are your parents healthy	Both of my parents are in good health.	are your parents healthy	True
How about siblings?	do you have siblings	I have no brothers or sisters.	do you have siblings	True
Do you have kids?	do you have any children	I have no children.	do you have any children	True
Are you married?	are you married	I'm single.	are you married	True
Do you have any family history of disease?	any family history of illness	Nothing that I can think of. My parents are healthy and they donn't have any unusual illnesses. I don't really know much about my grandparents.	any family history of illness	True
okay. how is your home life?	how is home	It's fine.	how is home	True
who do you live with?	who do you live with	I live alone.	who do you live with	True
do you feel lonely?	are you depressed	I am fine.	are you depressed	True
what do you do for work?	what do you do for a living	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	True
i can see how the back pain is holding you back from that. do you enjoy your job?	is your job pleasurable	It is.	is your job pleasurable	True
do you enjoy your job?	is your job pleasurable	It is.	is your job pleasurable	True
what do you do for fun?	what do you do for fun	I like to watch football and sometimes get together with friends.	what do you do for fun	True
great. do you do any drugs?	are you taking any medication	I have been taking ibuprofen for a few days.	are you taking any medication	True
do you drink?	do you drink	A beer or 2 at football games, or a glass of wine now and then. Nothing much more than that.	do you drink	True
okay. How about your sexual activity?	are you sexually active	I'm afraid I don't understand that question.	none	False
are you sexually active?	are you sexually active	I am not currently  sexually active.	are you sexually active	True
about how many partners have you had in your lifetime?	how many sexual partners	I haven't had any this year, but do you mean ever.	how many sexual partners	True
#STARTDIALOGUE				
Hello Mr. Wilkins?	hello	Hello Doctor.  I am so glad to see you.	hello	True
Nice to see you to. I am David and I am a medical student and will be part of your patient care team today	i am medical student	Nice to meet you.	i am medical student	True
What brings you in today	what brings you in today	I was hoping you could help me with my back pain, it really hurts! It has been awful.   I can barely even tie my shoes.	what brings you in today	True
